timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
19.746444231,176,53.155809009023464,14,1,1.0,1.0
19.829104767,177,51.45654750620645,14,1,1.0,1.0
19.846444231,177,51.45654750620645,14,1,1.0,1.0
19.929104767,178,52.01562650829981,14,1,1.0,1.0
19.946444231,178,52.01562650829981,14,1,1.0,1.0
20.029104767,179,52.44298881643351,14,1,1.0,1.0
20.046444231,179,52.44298881643351,14,1,1.0,1.0
20.129104767,180,53.901759329312696,14,1,1.0,1.0
20.146444231,180,53.901759329312696,14,1,1.0,1.0
20.229104767,181,50.00560392703038,14,1,1.0,1.0
20.246444231,181,50.00560392703038,14,1,1.0,1.0
20.329104767,182,52.49007151168202,14,1,1.0,1.0
20.346444231,182,52.49007151168202,14,1,1.0,1.0
20.429104767,183,55.49990659698529,14,1,1.0,1.0
20.446444231,183,53.899572242587574,14,1,1.0,1.0
20.529104767,184,52.166211164978336,14,1,1.0,1.0
20.546444231,184,51.15813921271033,14,1,1.0,1.0
20.629104767,185,50.356108204835536,14,1,1.0,1.0
20.646444231,185,52.12878120217961,14,1,1.0,1.0
20.729104767,186,52.68548149432361,14,1,1.0,1.0
20.746444231,186,54.119058711264245,14,1,1.0,1.0
20.829104767,187,53.74644213187088,14,1,1.0,1.0
20.846444231,187,49.654725609708414,14,1,1.0,1.0
20.929104767,188,50.058663112711024,14,1,1.0,1.0
20.946444231,188,53.4820955540258,14,1,1.0,1.0
21.029104767,189,53.77060073706717,14,1,1.0,1.0
21.046444231,189,54.12666054201178,14,1,1.0,1.0
21.129104767,190,51.84644562527956,14,1,1.0,1.0
21.146444231,190,50.814924406189405,14,1,1.0,1.0
21.229104767,191,51.76122870540162,14,1,1.0,1.0
21.246444231,191,51.10751176425562,14,1,1.0,1.0
21.329104767,192,51.88839211671074,14,1,1.0,1.0
21.346444231,192,53.67680995225163,14,1,1.0,1.0
21.429104767,193,53.7050275408507,14,1,1.0,1.0
21.446444231,193,49.51205483284675,14,1,1.0,1.0
21.529104767,194,51.25076210951073,14,1,1.0,1.0
21.546444231,194,53.60742539331213,14,1,1.0,1.0
21.629104767,195,51.60906323948329,14,1,1.0,1.0
21.646444231,195,52.256763804319554,14,1,1.0,1.0
21.729104767,196,53.930219909559526,14,1,1.0,1.0
21.746444231,196,51.83789996527639,14,1,1.0,1.0
21.829104767,197,52.51637708201634,14,1,1.0,1.0
21.846444231,197,51.91397692878048,14,1,1.0,1.0
21.929104767,198,49.130037971900826,14,1,1.0,1.0
21.946444231,198,53.63194003043226,14,1,1.0,1.0
22.029104767,199,55.491663887361106,14,1,1.0,1.0
22.046444231,199,52.2771421016101,14,1,1.0,1.0
